x  f 
mm   
0.0000 26197.406520 
0.0133 0.393931 
0.0386 0.197021 
0.0652 0.156082 
0.0785 0.162985 
0.1038 0.138095 
0.1304 0.119059 
0.1556 0.105623 
0.1822 0.097809 
0.1955 0.102012 
0.2208 0.101216 
0.2474 0.101735 
0.2607 0.104292 
0.2859 0.102670 
0.3125 0.100776 
0.3378 0.101007 
0.3644 0.101957 
0.3777 0.107045 
0.4029 0.109511 
0.4295 0.111918 
0.4428 0.117760 
0.4681 0.119872 
0.4947 0.121007 
0.5080 0.122602 
0.5332 0.121310 
0.5598 0.120183 
0.5851 0.120175 
0.6116 0.123618 
0.6249 0.128241 
0.6502 0.129639 
0.6768 0.131182 
0.6900 0.134267 
0.7153 0.136052 
0.7419 0.137645 
0.7671 0.140435 
0.7937 0.142737 
0.8070 0.146592 
0.8322 0.148818 
0.8455 0.151978 
0.8588 0.155077 
0.8840 0.156731 
0.9106 0.157569 
0.9239 0.160284 
0.9491 0.160908 
0.9757 0.161416 
0.9890 0.165009 
1.0142 0.167697 
1.0275 0.172220 
1.0408 0.176211 
1.0660 0.179558 
1.0926 0.182769 
1.1178 0.185728 
1.1444 0.189282 
1.1576 0.194085 
1.1829 0.195199 
1.2094 0.197557 
1.2227 0.201401 
1.2479 0.202420 
1.2612 0.207344 
1.2745 0.211143 
1.2997 0.212288 
1.3263 0.214840 
1.3515 0.215920 
1.3780 0.218505 
1.3913 0.223336 
1.4165 0.225023 
1.4298 0.230233 
1.4431 0.233041 
1.4683 0.234567 
1.4949 0.236605 
1.5081 0.239381 
1.5333 0.240863 
1.5599 0.242549 
1.5851 0.242872 
1.6116 0.244660 
1.6369 0.247313 
1.6634 0.248075 
1.6767 0.251249 
1.7019 0.251236 
1.7151 0.253324 
1.7284 0.256626 
1.7536 0.257629 
1.7801 0.260316 
1.8054 0.263209 
1.8319 0.264431 
1.8452 0.269394 
1.8704 0.270646 
1.8969 0.271306 
1.9221 0.271836 
1.9486 0.271120 
1.9738 0.269405 
2.0003 0.266547 
2.0136 0.265772 
2.0388 0.262915 
2.0521 0.263216 
2.0653 0.264511 
2.0905 0.263624 
2.1170 0.262787 
2.1422 0.262900 
2.1687 0.261383 
2.1939 0.261927 
2.2205 0.264772 
2.2337 0.267932 
2.2589 0.271091 
2.2722 0.272638 
2.2854 0.273030 
2.3106 0.272320 
2.3239 0.272913 
2.3371 0.276616 
2.3623 0.279525 
2.3888 0.280233 
2.4140 0.281776 
2.4405 0.280939 
2.4538 0.281808 
2.4789 0.283376 
2.4922 0.283977 
2.5174 0.284119 
2.5439 0.283655 
2.5571 0.284548 
2.5690 0.287744 
2.5955 0.287759 
2.6088 0.288278 
2.6340 0.287659 
2.6605 0.285725 
2.6856 0.284448 
2.7121 0.283984 
2.7373 0.282401 
2.7638 0.281792 
2.7890 0.280978 
2.8155 0.281809 
2.8287 0.284739 
2.8539 0.285057 
2.8671 0.288304 
2.8804 0.290133 
2.8923 0.290863 
2.9188 0.289291 
2.9320 0.289051 
2.9572 0.287557 
2.9704 0.287352 
2.9837 0.287198 
3.0088 0.285339 
3.0221 0.284353 
3.0353 0.281749 
3.0605 0.279120 
3.0737 0.277042 
3.0870 0.276584 
3.1121 0.277121 
3.1253 0.278874 
3.1386 0.280103 
3.1637 0.278600 
3.1770 0.275828 
3.1902 0.273275 
3.2154 0.270908 
3.2286 0.270578 
3.2418 0.270146 
3.2670 0.269100 
3.2802 0.268837 
3.2935 0.267727 
3.3186 0.268141 
3.3451 0.267069 
3.3702 0.265899 
3.3835 0.265522 
3.3967 0.265049 
3.4219 0.264939 
3.4351 0.264498 
3.4483 0.265033 
3.4735 0.263683 
3.4867 0.263093 
3.4999 0.262447 
3.5251 0.261004 
3.5383 0.258973 
3.5515 0.257199 
3.5767 0.257222 
3.5899 0.257122 
3.6031 0.258119 
3.6283 0.258805 
3.6415 0.259209 
3.6547 0.259560 
3.6799 0.259043 
3.6931 0.259475 
3.7063 0.260628 
3.7182 0.261318 
3.7447 0.261632 
3.7698 0.260915 
3.7963 0.259618 
3.8214 0.259558 
3.8478 0.258044 
3.8611 0.257484 
3.8862 0.254863 
3.8994 0.252921 
3.9245 0.251613 
3.9510 0.250063 
3.9761 0.250538 
4.0026 0.249155 
4.0277 0.247805 
4.0409 0.247074 
4.0541 0.244442 
4.0792 0.241906 
4.0925 0.239931 
4.1057 0.236882 
4.1308 0.235009 
4.1440 0.233051 
4.1572 0.231978 
4.1824 0.231333 
4.1956 0.229108 
4.2088 0.228881 
4.2339 0.226949 
4.2471 0.225536 
4.2722 0.224703 
4.2854 0.223444 
4.2987 0.221674 
4.3238 0.219372 
4.3370 0.217531 
4.3502 0.214615 
4.3753 0.211764 
4.3885 0.210495 
4.4017 0.208500 
4.4268 0.207667 
4.4401 0.206560 
4.4533 0.205326 
4.4784 0.204482 
4.4916 0.202560 
4.5048 0.202363 
4.5299 0.199902 
4.5431 0.198717 
4.5682 0.196933 
4.5946 0.194296 
4.6197 0.193491 
4.6329 0.191487 
4.6462 0.191278 
4.6713 0.190601 
4.6845 0.188548 
4.7096 0.187796 
4.7360 0.186127 
4.7611 0.184478 
4.7743 0.184209 
4.7875 0.183277 
4.7994 0.182251 
4.8258 0.180795 
4.8509 0.179353 
4.8773 0.177701 
