x  f 
mm   
0.0000 34645.240501 
0.0166 0.318964 
0.0249 0.274192 
0.0414 0.198214 
0.0580 0.184965 
0.0663 0.207017 
0.0829 0.207492 
0.0995 0.208898 
0.1077 0.216439 
0.1243 0.202304 
0.1326 0.205468 
0.1409 0.208862 
0.1575 0.204535 
0.1740 0.202931 
0.1906 0.200764 
0.1989 0.204651 
0.2155 0.200308 
0.2320 0.197660 
0.2403 0.200447 
0.2486 0.205258 
0.2652 0.206344 
0.2735 0.214654 
0.2900 0.213613 
0.2983 0.217556 
0.3066 0.219091 
0.3149 0.222297 
0.3315 0.224168 
0.3480 0.226371 
0.3563 0.236455 
0.3729 0.239068 
0.3894 0.243789 
0.4060 0.245643 
0.4226 0.244336 
0.4309 0.247454 
0.4474 0.244368 
0.4557 0.249134 
0.4723 0.249565 
0.4888 0.248630 
0.5054 0.248177 
0.5137 0.250678 
0.5303 0.249607 
0.5468 0.252805 
0.5634 0.255184 
0.5717 0.259359 
0.5882 0.260608 
0.6048 0.258186 
0.6214 0.255073 
0.6379 0.252712 
0.6462 0.253748 
0.6628 0.254776 
0.6793 0.259225 
0.6959 0.262094 
0.7124 0.264375 
0.7207 0.267557 
0.7290 0.268486 
0.7456 0.267409 
0.7621 0.267803 
0.7704 0.271167 
0.7869 0.272947 
0.7952 0.276472 
0.8035 0.278859 
0.8201 0.276791 
0.8366 0.274524 
0.8449 0.275436 
0.8615 0.274253 
0.8697 0.277177 
0.8863 0.278664 
0.9028 0.279722 
0.9194 0.278994 
0.9359 0.275758 
0.9525 0.271163 
0.9691 0.265091 
0.9856 0.260005 
1.0022 0.256453 
1.0104 0.255995 
1.0270 0.255728 
1.0435 0.255341 
1.0518 0.259085 
1.0684 0.260768 
1.0849 0.262752 
1.0932 0.265820 
1.1015 0.267171 
1.1097 0.268129 
1.1180 0.266520 
1.1346 0.264498 
1.1428 0.264336 
1.1594 0.264477 
1.1677 0.269192 
1.1759 0.275484 
1.1842 0.283812 
1.1925 0.287206 
1.2090 0.285073 
1.2256 0.283557 
1.2338 0.284181 
1.2421 0.287662 
1.2587 0.290191 
1.2669 0.294038 
1.2752 0.294230 
1.2918 0.290941 
1.3083 0.286893 
1.3166 0.285220 
1.3248 0.286687 
1.3414 0.290023 
1.3497 0.293546 
1.3652 0.294682 
1.3817 0.294309 
1.3983 0.292780 
1.4148 0.290420 
1.4313 0.287136 
1.4479 0.284429 
1.4644 0.282147 
1.4810 0.280999 
1.4892 0.282237 
1.5058 0.283373 
1.5140 0.287925 
1.5306 0.289325 
1.5388 0.292628 
1.5554 0.292444 
1.5719 0.289742 
1.5885 0.287680 
1.6050 0.284155 
1.6215 0.281171 
1.6298 0.280374 
1.6463 0.278308 
1.6629 0.278223 
1.6711 0.280013 
1.6877 0.280001 
1.7042 0.277937 
1.7207 0.273747 
1.7373 0.268351 
1.7538 0.262774 
1.7621 0.261570 
1.7703 0.264276 
1.7786 0.264711 
1.7951 0.264097 
1.8117 0.263328 
1.8282 0.262462 
1.8447 0.262763 
1.8530 0.265629 
1.8695 0.266964 
1.8861 0.267581 
1.8943 0.269430 
1.9026 0.269778 
1.9191 0.266476 
1.9274 0.265588 
1.9439 0.264694 
1.9604 0.263958 
1.9687 0.265297 
1.9770 0.266184 
1.9935 0.267104 
2.0018 0.269856 
2.0100 0.273381 
2.0266 0.276325 
2.0503 0.275411 
2.0668 0.273848 
2.0834 0.269730 
2.0999 0.266782 
2.1164 0.263693 
2.1247 0.263634 
2.1412 0.264301 
2.1495 0.266372 
2.1660 0.268045 
2.1742 0.268686 
2.1908 0.268743 
2.1990 0.267955 
2.2155 0.266642 
2.2321 0.266536 
2.2403 0.266189 
2.2486 0.266825 
2.2651 0.265824 
2.2816 0.264084 
2.2899 0.263015 
2.3064 0.260380 
2.3147 0.257678 
2.3312 0.256041 
2.3394 0.254293 
2.3477 0.251038 
2.3642 0.246843 
2.3725 0.243184 
2.3890 0.239369 
2.4055 0.237851 
2.4138 0.237364 
2.4220 0.236776 
2.4303 0.237060 
2.4385 0.236956 
2.4468 0.236692 
2.4551 0.236724 
2.4716 0.234917 
2.4798 0.233026 
2.4881 0.230736 
2.5118 0.225680 
2.5201 0.221507 
2.5366 0.216481 
2.5531 0.211327 
2.5614 0.209344 
2.5779 0.208428 
2.5944 0.209010 
2.6109 0.209879 
2.6274 0.211793 
2.6439 0.211597 
2.6522 0.210402 
2.6687 0.208101 
