x  f 
mm   
0.0000 34975.369796 
0.0080 0.751343 
0.0310 0.284614 
0.0390 0.291019 
0.0620 0.209834 
0.0700 0.218460 
0.0780 0.224807 
0.1010 0.197998 
0.1090 0.204101 
0.1170 0.212565 
0.1400 0.198861 
0.1480 0.204996 
0.1710 0.199401 
0.1870 0.202516 
0.2100 0.196371 
0.2180 0.208744 
0.2260 0.219489 
0.2489 0.214305 
0.2569 0.226711 
0.2799 0.224694 
0.2959 0.228944 
0.3189 0.227894 
0.3269 0.236476 
0.3349 0.247086 
0.3579 0.243709 
0.3659 0.253030 
0.3739 0.260660 
0.3969 0.252203 
0.4049 0.255615 
0.4278 0.248545 
0.4358 0.252583 
0.4438 0.257628 
0.4668 0.251531 
0.4748 0.254843 
0.4828 0.259530 
0.5058 0.257671 
0.5138 0.265106 
0.5368 0.263215 
0.5448 0.265496 
0.5528 0.267602 
0.5757 0.261354 
0.5837 0.262061 
0.6067 0.256827 
0.6147 0.259177 
0.6227 0.263656 
0.6457 0.263414 
0.6537 0.272485 
0.6616 0.277012 
0.6846 0.273737 
0.6926 0.277252 
0.7156 0.272673 
0.7236 0.273480 
0.7316 0.275678 
0.7545 0.269920 
0.7625 0.269317 
0.7855 0.266845 
0.8015 0.264042 
0.8245 0.259946 
0.8325 0.263957 
0.8404 0.263127 
0.8634 0.258448 
0.8714 0.259527 
0.8944 0.255105 
0.9024 0.255911 
0.9103 0.257665 
0.9333 0.253982 
0.9413 0.254581 
0.9643 0.251175 
0.9723 0.250903 
0.9802 0.250208 
1.0032 0.246213 
1.0112 0.246219 
1.0342 0.243086 
1.0421 0.245738 
1.0501 0.247629 
1.0731 0.244996 
1.0811 0.246310 
1.1040 0.241854 
1.1200 0.240320 
1.1430 0.238483 
1.1510 0.238733 
1.1589 0.240915 
1.1819 0.238394 
1.1899 0.239224 
1.2128 0.237877 
1.2208 0.237747 
1.2288 0.238328 
1.2518 0.234217 
1.2598 0.235693 
1.2827 0.234422 
1.2907 0.236464 
1.2987 0.238820 
1.3216 0.237746 
1.3296 0.238698 
1.3526 0.235970 
1.3606 0.236161 
1.3685 0.234812 
1.3915 0.231978 
1.3995 0.232432 
1.4224 0.228891 
1.4304 0.228584 
1.4534 0.227155 
1.4693 0.224969 
1.4923 0.222417 
1.5002 0.222054 
1.5232 0.218145 
1.5312 0.217552 
1.5392 0.217156 
1.5621 0.215037 
1.5701 0.215088 
1.5930 0.214100 
1.6010 0.214215 
1.6090 0.214777 
1.6319 0.212987 
1.6399 0.211431 
1.6629 0.209536 
1.6708 0.208759 
1.6938 0.205579 
1.7018 0.206047 
1.7097 0.204536 
1.7327 0.201156 
1.7406 0.201348 
1.7636 0.197576 
1.7716 0.197743 
1.7795 0.197920 
1.8025 0.194644 
1.8105 0.193819 
1.8334 0.190457 
1.8414 0.188635 
1.8493 0.187341 
1.8723 0.185014 
1.8803 0.183304 
1.9032 0.180396 
1.9112 0.178733 
1.9341 0.176818 
1.9421 0.176700 
1.9501 0.176537 
1.9730 0.175664 
1.9810 0.175121 
2.0039 0.173185 
2.0119 0.172764 
2.0198 0.173296 
2.0428 0.171716 
2.0507 0.171377 
2.0737 0.169718 
2.0816 0.169189 
2.1046 0.167416 
2.1125 0.167853 
2.1355 0.166842 
2.1434 0.166784 
2.1514 0.167722 
2.1743 0.166687 
2.1823 0.167267 
2.2052 0.165849 
2.2132 0.166264 
2.2212 0.167447 
2.2441 0.166365 
2.2521 0.167581 
2.2750 0.166861 
2.2830 0.166391 
2.3059 0.165923 
2.3139 0.165793 
2.3368 0.164743 
2.3527 0.164148 
2.3756 0.162135 
2.3836 0.160987 
2.4065 0.159293 
2.4145 0.159146 
2.4225 0.159055 
2.4454 0.157879 
2.4533 0.157266 
2.4763 0.155106 
2.4842 0.154768 
2.5071 0.153584 
2.5151 0.153946 
2.5380 0.152533 
2.5460 0.151800 
2.5540 0.151987 
2.5769 0.150061 
2.5848 0.150670 
2.6077 0.150032 
2.6157 0.148995 
2.6386 0.147724 
2.6466 0.146435 
2.6695 0.145557 
2.6854 0.145209 
2.7083 0.144447 
2.7163 0.144535 
2.7392 0.142519 
2.7472 0.141555 
2.7701 0.138998 
2.7780 0.137092 
2.8009 0.134967 
2.8089 0.133563 
2.8169 0.132942 
2.8398 0.131343 
2.8477 0.130208 
2.8706 0.128429 
2.8786 0.126521 
2.9015 0.125062 
2.9095 0.123871 
2.9324 0.122545 
2.9403 0.122479 
2.9483 0.121032 
2.9712 0.120479 
2.9792 0.120182 
3.0021 0.119516 
3.0100 0.119550 
3.0329 0.118401 
3.0409 0.117453 
3.0638 0.116581 
3.0717 0.116110 
3.0946 0.114972 
3.1026 0.114417 
3.1105 0.113256 
3.1334 0.112094 
3.1414 0.111602 
3.1643 0.111311 
3.1722 0.110787 
3.1951 0.109731 
3.2031 0.109081 
3.2260 0.107249 
3.2339 0.107298 
3.2568 0.106346 
3.2648 0.106287 
3.2727 0.105698 
3.2956 0.104461 
3.3036 0.103723 
3.3265 0.102252 
3.3344 0.102123 
3.3573 0.100740 
3.3653 0.101025 
3.3882 0.100918 
3.3961 0.100921 
3.4190 0.100653 
3.4270 0.100142 
3.4498 0.098947 
3.4578 0.097833 
3.4807 0.097253 
3.4886 0.097131 
3.5115 0.096841 
3.5195 0.097178 
3.5423 0.096025 
3.5503 0.095664 
3.5583 0.095755 
3.5811 0.094923 
3.5891 0.095272 
3.6120 0.094408 
3.6199 0.093641 
3.6428 0.093095 
3.6507 0.092773 
3.6736 0.092106 
3.6816 0.091653 
3.7044 0.091327 
3.7124 0.091037 
3.7353 0.090336 
3.7432 0.089827 
3.7661 0.088529 
3.7740 0.087730 
3.7969 0.086823 
3.8049 0.086699 
3.8277 0.085742 
3.8357 0.085643 
3.8585 0.084645 
3.8665 0.083999 
3.8745 0.083418 
3.8973 0.082694 
3.9202 0.082022 
3.9281 0.081722 
3.9361 0.081798 
3.9589 0.080680 
3.9669 0.080605 
3.9898 0.079789 
3.9977 0.079207 
4.0206 0.078197 
4.0285 0.077554 
4.0514 0.076420 
4.0593 0.075974 
4.0822 0.075690 
4.0901 0.075145 
4.1130 0.074658 
4.1209 0.073822 
4.1438 0.072987 
4.1517 0.072771 
4.1746 0.071950 
4.1825 0.071535 
4.2054 0.070855 
4.2133 0.069921 
4.2362 0.069490 
4.2441 0.069828 
4.2670 0.069336 
4.2749 0.069669 
4.2978 0.069205 
4.3057 0.068581 
