x  f 
mm   
0.0000 111863.451687 
0.0316 0.356778 
0.0632 0.182354 
0.0926 0.126660 
0.1242 0.093040 
0.1558 0.071337 
0.1874 0.058565 
0.2168 0.050498 
0.2484 0.046522 
0.2800 0.046256 
0.3115 0.044300 
0.3410 0.042483 
0.3726 0.040819 
0.4041 0.037558 
0.4357 0.035061 
0.4651 0.033434 
0.4967 0.032233 
0.5283 0.032305 
0.5598 0.032620 
0.5893 0.033349 
0.6208 0.033707 
0.6524 0.033268 
0.6818 0.032179 
0.7134 0.030896 
0.7449 0.029925 
0.7765 0.029366 
0.8059 0.029901 
0.8374 0.030261 
0.8690 0.030414 
0.9005 0.031009 
0.9299 0.031326 
0.9615 0.031653 
0.9930 0.032277 
1.0245 0.032269 
1.0540 0.032591 
1.0855 0.033205 
1.1170 0.033892 
1.1486 0.034978 
1.1780 0.036667 
1.2095 0.038389 
1.2410 0.040168 
1.2705 0.041800 
1.3020 0.043339 
1.3335 0.044763 
1.3650 0.045998 
1.3944 0.047791 
1.4259 0.049066 
1.4574 0.050221 
1.4890 0.051553 
1.5184 0.052645 
1.5499 0.053681 
1.5814 0.055505 
1.6108 0.057781 
1.6423 0.060011 
1.6738 0.062765 
1.7053 0.065210 
1.7347 0.067594 
1.7662 0.070628 
1.7977 0.072891 
1.8271 0.075209 
1.8586 0.077072 
1.8901 0.078534 
1.9215 0.081011 
1.9509 0.083750 
1.9824 0.086978 
2.0139 0.089894 
2.0433 0.092916 
2.0748 0.095731 
2.1062 0.098536 
2.1377 0.101976 
2.1671 0.105158 
2.1986 0.108284 
2.2301 0.111179 
2.2594 0.114022 
2.2909 0.116806 
2.3224 0.119340 
2.3517 0.122140 
2.3832 0.124684 
2.4147 0.127305 
2.4461 0.129934 
2.4755 0.132573 
2.5070 0.135225 
2.5384 0.138046 
2.5678 0.140846 
2.5992 0.143605 
2.6307 0.146333 
2.6621 0.149145 
2.6915 0.152762 
2.7229 0.156287 
2.7544 0.159785 
2.7837 0.162982 
2.8152 0.165781 
2.8466 0.168464 
2.8760 0.170842 
2.9074 0.173254 
2.9389 0.175633 
2.9682 0.177986 
2.9996 0.180580 
3.0311 0.182646 
3.0625 0.184892 
3.0918 0.187502 
3.1233 0.189942 
3.1547 0.192840 
3.1840 0.195518 
3.2155 0.198004 
3.2469 0.200386 
3.2762 0.203009 
3.3076 0.205370 
3.3391 0.207649 
3.3684 0.210130 
3.3998 0.211899 
3.4312 0.213966 
3.4605 0.216256 
3.4920 0.218424 
3.5234 0.221014 
3.5527 0.223706 
3.5841 0.226332 
3.6155 0.228824 
3.6448 0.231229 
3.6762 0.233251 
3.7076 0.235013 
3.7369 0.237002 
3.7683 0.238688 
3.7997 0.240417 
3.8290 0.242478 
3.8604 0.244241 
3.8918 0.246237 
3.9232 0.248032 
3.9525 0.249693 
3.9839 0.251382 
4.0153 0.252862 
4.0446 0.254851 
4.0760 0.256697 
4.1073 0.258379 
4.1366 0.260422 
4.1680 0.262064 
4.1973 0.263709 
4.2287 0.265298 
4.2600 0.266421 
4.2914 0.267560 
4.3207 0.268764 
4.3521 0.269729 
4.3814 0.271102 
4.4127 0.272232 
4.4441 0.273396 
4.4734 0.274606 
4.5047 0.275558 
