x  f 
mm   
0.0000 18374.189791 
0.0256 0.182603 
0.0390 0.194509 
0.0659 0.156361 
0.0929 0.148690 
0.1063 0.156050 
0.1198 0.164684 
0.1453 0.157380 
0.1588 0.159281 
0.1722 0.160460 
0.1992 0.147691 
0.2126 0.150112 
0.2261 0.151764 
0.2395 0.154008 
0.2651 0.153375 
0.2920 0.151832 
0.3189 0.150834 
0.3323 0.156641 
0.3458 0.159327 
0.3593 0.160587 
0.3848 0.157492 
0.3983 0.159352 
0.4252 0.157318 
0.4386 0.159608 
0.4521 0.162397 
0.4655 0.166504 
0.4911 0.166435 
0.5180 0.167875 
0.5449 0.168244 
0.5583 0.170405 
0.5717 0.173539 
0.5852 0.175675 
0.6107 0.174270 
0.6242 0.177454 
0.6511 0.175996 
0.6645 0.180201 
0.6780 0.185858 
0.6914 0.191688 
0.7170 0.196402 
0.7304 0.201248 
0.7573 0.199250 
0.7707 0.200747 
0.7842 0.199901 
0.7976 0.200317 
0.8232 0.199476 
0.8366 0.201301 
0.8635 0.201576 
0.8769 0.204686 
0.8904 0.209420 
0.9038 0.215039 
0.9293 0.217380 
0.9562 0.218598 
0.9831 0.218004 
0.9965 0.219635 
1.0100 0.222317 
1.0355 0.222759 
1.0624 0.223227 
1.0893 0.223951 
1.1027 0.227478 
1.1161 0.229838 
1.1417 0.231277 
1.1551 0.234793 
1.1820 0.235968 
1.2088 0.237829 
1.2223 0.241693 
1.2478 0.245061 
1.2612 0.248053 
1.2881 0.248058 
1.3015 0.250830 
1.3150 0.253700 
1.3284 0.258218 
1.3539 0.262649 
1.3808 0.264573 
1.4076 0.266543 
1.4211 0.272835 
1.4345 0.278971 
1.4600 0.285266 
1.4734 0.290540 
1.5003 0.292731 
1.5137 0.294591 
1.5271 0.295934 
1.5527 0.297351 
1.5795 0.296884 
1.6064 0.298393 
1.6198 0.302692 
1.6332 0.306227 
1.6587 0.309264 
1.6856 0.311637 
1.6990 0.315856 
1.7124 0.317265 
1.7258 0.317510 
1.7513 0.315883 
1.7782 0.315263 
1.8050 0.317017 
1.8185 0.323229 
1.8319 0.326708 
1.8574 0.326666 
1.8708 0.327347 
1.8976 0.324852 
1.9111 0.325387 
1.9245 0.326915 
1.9500 0.325165 
1.9634 0.324926 
1.9902 0.321567 
2.0036 0.320210 
2.0171 0.320822 
2.0426 0.319942 
2.0560 0.322131 
2.0694 0.324011 
2.0962 0.321968 
2.1096 0.321547 
2.1351 0.318782 
2.1620 0.315352 
2.1888 0.313509 
2.2022 0.314178 
2.2156 0.313213 
2.2411 0.309719 
2.2679 0.305188 
2.2813 0.304201 
2.2948 0.303721 
2.3082 0.304448 
2.3336 0.304253 
2.3605 0.301998 
2.3873 0.301887 
2.4007 0.304128 
2.4262 0.302888 
2.4530 0.302060 
2.4798 0.300114 
2.4932 0.299879 
2.5187 0.298404 
2.5455 0.299725 
2.5589 0.301271 
2.5723 0.301369 
2.5857 0.301347 
2.6112 0.298464 
2.6380 0.295364 
2.6514 0.295146 
2.6648 0.296759 
2.6903 0.297931 
2.7171 0.297952 
2.7439 0.299263 
2.7573 0.301981 
2.7828 0.303487 
2.8096 0.305082 
2.8364 0.306943 
2.8498 0.310081 
2.8752 0.311270 
2.8886 0.315181 
2.9154 0.317709 
2.9288 0.319643 
2.9422 0.321993 
2.9677 0.321944 
2.9945 0.320590 
3.0079 0.320955 
3.0213 0.320349 
3.0347 0.319316 
3.0601 0.318123 
3.0869 0.316398 
3.1003 0.315316 
3.1137 0.315084 
3.1392 0.313384 
3.1526 0.312829 
3.1793 0.311013 
3.1927 0.311220 
3.2061 0.309489 
3.2316 0.306330 
3.2450 0.305502 
3.2718 0.303323 
3.2852 0.302311 
3.2985 0.301345 
3.3240 0.299123 
3.3508 0.294220 
3.3642 0.292070 
3.3775 0.290983 
3.4030 0.288833 
3.4298 0.286871 
3.4432 0.286176 
3.4565 0.285595 
3.4820 0.282750 
3.4954 0.280788 
3.5221 0.278921 
3.5355 0.275726 
3.5489 0.272512 
3.5744 0.269495 
3.6011 0.266321 
3.6145 0.264104 
3.6279 0.262001 
3.6533 0.258830 
3.6801 0.252809 
3.6935 0.247879 
3.7069 0.245354 
3.7202 0.243059 
3.7457 0.241161 
3.7724 0.239873 
3.7858 0.238683 
3.7992 0.237290 
3.8246 0.235097 
3.8514 0.233067 
3.8781 0.231999 
3.9036 0.232042 
3.9303 0.231409 
3.9437 0.231207 
3.9571 0.231029 
3.9825 0.229268 
4.0093 0.227271 
4.0226 0.227000 
4.0360 0.225213 
4.0614 0.223593 
4.0748 0.222535 
4.1015 0.219968 
4.1149 0.218797 
4.1403 0.216102 
4.1671 0.214901 
4.1938 0.214805 
4.2192 0.213794 
4.2460 0.212842 
4.2727 0.211869 
4.2861 0.210641 
4.3115 0.208830 
4.3382 0.207173 
4.3516 0.206079 
4.3770 0.203640 
4.4038 0.201967 
4.4305 0.200813 
4.4439 0.199536 
4.4693 0.197953 
4.4960 0.196275 
4.5094 0.194940 
4.5348 0.193037 
4.5481 0.192298 
4.5749 0.190900 
4.5882 0.189504 
4.6136 0.187664 
4.6270 0.186281 
4.6537 0.184513 
4.6671 0.183368 
4.6925 0.182624 
4.7192 0.181702 
4.7326 0.180480 
4.7459 0.179145 
4.7713 0.175834 
4.7980 0.172969 
4.8114 0.170880 
4.8248 0.168918 
4.8501 0.167222 
4.8769 0.165622 
4.8902 0.164383 
4.9036 0.163672 
4.9290 0.162012 
4.9557 0.159716 
4.9690 0.158891 
4.9824 0.157008 
5.0078 0.155463 
5.0345 0.153474 
5.0478 0.150906 
5.0732 0.148675 
5.0999 0.146305 
5.1133 0.144763 
5.1266 0.142897 
5.1520 0.140633 
5.1787 0.138270 
5.1921 0.136086 
5.2054 0.134558 
5.2308 0.132652 
5.2441 0.130840 
5.2708 0.128727 
5.2962 0.126903 
5.3096 0.125518 
5.3363 0.123928 
5.3496 0.123067 
5.3750 0.121587 
5.4017 0.120158 
5.4150 0.119126 
5.4284 0.118030 
5.4537 0.116668 
5.4671 0.115526 
5.4804 0.113927 
5.4938 0.111933 
5.5191 0.109716 
5.5458 0.107684 
5.5592 0.106294 
5.5845 0.105148 
5.6112 0.103382 
5.6246 0.101969 
5.6379 0.100463 
5.6633 0.099299 
5.6899 0.098209 
5.7033 0.097109 
5.7286 0.095942 
5.7553 0.094616 
5.7687 0.093962 
5.7820 0.092907 
5.8074 0.091947 
5.8340 0.091050 
5.8474 0.090351 
5.8727 0.089754 
5.8994 0.089074 
5.9127 0.088558 
5.9261 0.087972 
5.9514 0.087057 
5.9781 0.086078 
5.9914 0.085220 
6.0168 0.084587 
6.0434 0.084101 
6.0701 0.083510 
6.0821 0.083088 
6.1088 0.082363 
6.1221 0.081423 
6.1475 0.080460 
6.1608 0.079438 
6.1875 0.077912 
6.2008 0.077049 
6.2261 0.075830 
6.2528 0.074930 
6.2661 0.073932 
6.2794 0.072977 
6.3048 0.072205 
6.3314 0.071305 
6.3448 0.070867 
6.3701 0.070353 
6.3967 0.069663 
6.4101 0.069117 
6.4354 0.068379 
6.4621 0.067505 
6.4754 0.066823 
6.5007 0.066060 
6.5140 0.064995 
6.5274 0.064248 
6.5407 0.063347 
6.5540 0.062399 
6.5660 0.061561 
6.5927 0.060350 
6.6060 0.059341 
6.6193 0.058326 
6.6313 0.057328 
6.6579 0.056250 
6.6713 0.055081 
6.6846 0.054025 
6.7099 0.053058 
6.7232 0.051903 
6.7365 0.051301 
6.7619 0.050617 
6.7885 0.049944 
6.8151 0.049319 
6.8271 0.048575 
6.8538 0.047924 
6.8671 0.047267 
6.8804 0.046538 
6.9057 0.045691 
6.9323 0.044590 
6.9457 0.043827 
6.9590 0.043028 
6.9843 0.042066 
6.9976 0.041354 
7.0242 0.040259 
7.0495 0.039723 
7.0628 0.039475 
7.0762 0.038890 
7.1015 0.038380 
7.1281 0.037721 
7.1414 0.037180 
7.1667 0.036663 
7.1800 0.035956 
7.2066 0.035183 
7.2319 0.034605 
7.2586 0.034004 
7.2852 0.033476 
7.3105 0.033148 
7.3238 0.032377 
7.3371 0.032005 
7.3624 0.031693 
7.3890 0.031167 
7.4143 0.030953 
7.4409 0.030573 
7.4675 0.030185 
7.4808 0.029968 
7.5061 0.029601 
7.5314 0.029323 
7.5580 0.029053 
7.5846 0.028526 
7.5979 0.028135 
7.6112 0.027634 
7.6365 0.027224 
7.6498 0.026954 
7.6751 0.026493 
7.7017 0.026107 
7.7283 0.025559 
7.7402 0.024981 
7.7535 0.024396 
7.7669 0.023918 
7.7921 0.023571 
7.8054 0.023276 
7.8320 0.022965 
7.8453 0.022622 
7.8719 0.022249 
7.8972 0.021930 
7.9105 0.021498 
7.9358 0.020792 
7.9490 0.020095 
7.9623 0.019653 
7.9756 0.019571 
7.9876 0.019458 
8.0142 0.019277 
8.0275 0.018992 
8.0528 0.018612 
8.0661 0.018337 
8.0794 0.018058 
8.1059 0.017704 
8.1325 0.017225 
8.1445 0.016936 
8.1711 0.016480 
8.1963 0.015918 
8.2096 0.015557 
8.2362 0.015169 
8.2482 0.014898 
8.2748 0.014723 
8.2880 0.014460 
8.3133 0.014163 
8.3399 0.013919 
8.3532 0.013702 
8.3651 0.013547 
8.3917 0.013276 
8.4183 0.012946 
