x  f 
mm   
0.0000 24156.697597 
0.0368 0.087555 
0.0736 0.059122 
0.1104 0.047979 
0.1472 0.042661 
0.1840 0.042762 
0.2015 0.041713 
0.2383 0.037942 
0.2751 0.033976 
0.3119 0.031399 
0.3487 0.031048 
0.3854 0.028654 
0.4222 0.028853 
0.4590 0.028403 
0.4958 0.026770 
0.5325 0.025952 
0.5501 0.024839 
0.5869 0.023036 
0.6236 0.022311 
0.6604 0.022893 
0.6972 0.024261 
0.7339 0.026647 
0.7707 0.028002 
0.8074 0.028829 
0.8442 0.029108 
0.8617 0.029690 
0.8985 0.030431 
0.9352 0.031460 
0.9720 0.032919 
1.0087 0.034190 
1.0454 0.034728 
1.0630 0.035927 
1.0998 0.036843 
1.1365 0.038544 
1.1732 0.040862 
1.2099 0.043176 
1.2467 0.045482 
1.2834 0.047073 
1.3010 0.049525 
1.3377 0.051305 
1.3744 0.052721 
1.4111 0.054590 
1.4478 0.055755 
1.4846 0.056432 
1.5213 0.057435 
1.5388 0.058768 
1.5755 0.060267 
1.6122 0.062293 
1.6489 0.064262 
1.6856 0.066359 
1.7223 0.068163 
1.7399 0.070977 
1.7766 0.072280 
1.8133 0.073973 
1.8500 0.075656 
1.8867 0.077300 
1.9234 0.079243 
1.9409 0.082222 
1.9776 0.084368 
2.0143 0.085868 
2.0318 0.088046 
2.0685 0.089113 
2.1052 0.089729 
2.1419 0.091115 
2.1785 0.092435 
2.2152 0.093471 
2.2327 0.095952 
2.2694 0.096885 
2.3061 0.098301 
2.3427 0.100288 
2.3794 0.101637 
2.3969 0.103865 
2.4336 0.105408 
2.4703 0.106511 
2.5069 0.107344 
2.5436 0.108044 
2.5611 0.109052 
2.5978 0.109548 
2.6344 0.110519 
2.6711 0.112090 
2.6886 0.114358 
2.7252 0.115350 
2.7619 0.116039 
2.7985 0.116453 
2.8351 0.117563 
2.8527 0.119199 
2.8893 0.120773 
2.9259 0.121917 
2.9626 0.123072 
2.9801 0.124918 
3.0167 0.125967 
3.0533 0.128188 
3.0900 0.129072 
3.1075 0.132396 
3.1441 0.133614 
3.1807 0.134285 
3.2173 0.135870 
3.2348 0.137348 
3.2715 0.138822 
3.3081 0.141202 
3.3447 0.142682 
3.3813 0.145157 
3.3988 0.147316 
3.4354 0.148133 
3.4720 0.149258 
3.4895 0.151205 
3.5261 0.153738 
3.5627 0.155866 
3.5993 0.157254 
3.6168 0.159303 
3.6534 0.159165 
3.6900 0.160250 
3.7266 0.161673 
3.7441 0.163633 
3.7807 0.165147 
3.8172 0.166571 
3.8347 0.168741 
3.8713 0.170552 
3.9079 0.173304 
3.9445 0.174758 
3.9620 0.177590 
3.9985 0.178236 
4.0351 0.178360 
4.0526 0.179485 
4.0892 0.179537 
4.1257 0.179769 
4.1623 0.180023 
4.1798 0.180476 
4.2163 0.180922 
4.2529 0.180599 
4.2704 0.181174 
4.3069 0.181806 
