x  f 
mm   
0.0000 100458.452989 
0.0225 0.423782 
0.0433 0.209474 
0.0641 0.152761 
0.0866 0.118827 
0.1073 0.095685 
0.1281 0.083295 
0.1506 0.075858 
0.1714 0.069598 
0.1922 0.064752 
0.2147 0.062679 
0.2354 0.061277 
0.2562 0.064404 
0.2787 0.067247 
0.2995 0.071871 
0.3202 0.076321 
0.3427 0.081807 
0.3635 0.085432 
0.3843 0.088340 
0.4050 0.090117 
0.4275 0.087869 
0.4483 0.085453 
0.4691 0.081304 
0.4915 0.077854 
0.5123 0.076979 
0.5331 0.077900 
0.5556 0.079793 
0.5763 0.081680 
0.5971 0.086078 
0.6178 0.090940 
0.6403 0.094137 
0.6611 0.096019 
0.6818 0.094701 
0.7043 0.093138 
0.7251 0.092747 
0.7458 0.093521 
0.7683 0.096332 
0.7891 0.099651 
0.8098 0.103162 
0.8323 0.107469 
0.8530 0.110010 
0.8738 0.111838 
0.8963 0.112359 
0.9170 0.112214 
0.9378 0.112630 
0.9585 0.113831 
0.9810 0.115898 
1.0017 0.120319 
1.0225 0.125238 
1.0450 0.128871 
1.0657 0.131687 
1.0864 0.133189 
1.1072 0.134463 
1.1297 0.135559 
1.1504 0.137230 
1.1711 0.138265 
1.1936 0.139380 
1.2143 0.140620 
1.2351 0.142790 
1.2575 0.147122 
1.2783 0.152084 
1.2990 0.156660 
1.3198 0.160545 
1.3422 0.164450 
1.3629 0.167856 
1.3837 0.170988 
1.4061 0.174106 
1.4269 0.177100 
1.4476 0.180568 
1.4701 0.183718 
1.4908 0.185440 
1.5115 0.187697 
1.5323 0.190973 
1.5547 0.194735 
1.5754 0.200633 
1.5962 0.206350 
1.6186 0.210621 
1.6393 0.213978 
1.6601 0.217013 
1.6808 0.218642 
1.7032 0.220149 
1.7240 0.223347 
1.7447 0.227461 
1.7671 0.234173 
1.7879 0.241374 
1.8086 0.247891 
1.8293 0.253309 
1.8517 0.257259 
1.8725 0.260358 
1.8932 0.263348 
1.9156 0.266966 
1.9363 0.271842 
1.9571 0.277049 
1.9778 0.282614 
2.0002 0.288307 
2.0209 0.293659 
2.0416 0.299203 
2.0641 0.303836 
2.0848 0.307909 
2.1055 0.311913 
2.1262 0.314850 
2.1486 0.317778 
2.1693 0.321500 
2.1901 0.325711 
2.2125 0.329719 
2.2332 0.334428 
2.2539 0.339074 
2.2746 0.343289 
2.2970 0.346965 
2.3177 0.350513 
2.3384 0.353902 
2.3591 0.357964 
2.3816 0.362242 
2.4023 0.366314 
2.4230 0.370326 
2.4454 0.372998 
2.4661 0.375706 
2.4868 0.378791 
2.5075 0.382417 
2.5299 0.385732 
2.5506 0.390085 
2.5713 0.394742 
2.5937 0.398901 
2.6144 0.403173 
2.6351 0.405802 
2.6558 0.407914 
2.6782 0.409262 
2.6989 0.410959 
2.7196 0.413193 
2.7403 0.415091 
2.7627 0.416725 
2.7834 0.418957 
2.8041 0.420854 
2.8265 0.423130 
2.8472 0.425734 
2.8679 0.427748 
2.8886 0.429502 
2.9110 0.430898 
2.9317 0.432726 
2.9523 0.434677 
2.9730 0.436342 
2.9954 0.437745 
3.0161 0.439169 
3.0368 0.440783 
3.0575 0.442680 
3.0799 0.444055 
3.1006 0.445410 
3.1212 0.446839 
3.1436 0.447742 
3.1643 0.448841 
3.1850 0.449973 
3.2057 0.450684 
3.2281 0.451378 
3.2487 0.452205 
3.2694 0.453164 
3.2901 0.454237 
3.3125 0.455388 
3.3332 0.456872 
3.3538 0.458017 
3.3745 0.458868 
3.3969 0.459147 
3.4176 0.459500 
3.4382 0.459318 
3.4589 0.459087 
3.4813 0.458580 
3.5020 0.458398 
3.5226 0.459207 
3.5433 0.460314 
3.5657 0.461462 
3.5863 0.462426 
3.6070 0.463150 
3.6277 0.463651 
3.6500 0.463404 
3.6707 0.463248 
3.6914 0.462811 
3.7138 0.462032 
3.7344 0.461762 
3.7551 0.462231 
3.7757 0.462853 
3.7981 0.463395 
3.8188 0.463862 
3.8394 0.464288 
3.8601 0.464287 
3.8825 0.463694 
3.9031 0.462863 
3.9238 0.461789 
3.9444 0.461008 
3.9668 0.460459 
3.9874 0.460501 
4.0081 0.460649 
4.0287 0.460773 
4.0511 0.460578 
4.0718 0.460529 
4.0924 0.460296 
4.1131 0.459973 
4.1354 0.459110 
4.1561 0.458520 
4.1767 0.457622 
4.1974 0.456608 
4.2197 0.456067 
4.2404 0.455520 
4.2610 0.455163 
4.2816 0.454817 
4.3023 0.454364 
4.3246 0.454094 
4.3453 0.453579 
4.3659 0.452971 
4.3866 0.451732 
4.4089 0.450050 
4.4296 0.448873 
4.4502 0.447735 
4.4708 0.446947 
4.4932 0.446131 
4.5138 0.445721 
4.5345 0.445620 
4.5551 0.445273 
4.5774 0.444527 
4.5981 0.443566 
4.6187 0.442279 
4.6393 0.440638 
4.6617 0.438910 
4.6823 0.437554 
4.7029 0.436240 
4.7236 0.435537 
4.7442 0.435053 
4.7665 0.434385 
4.7872 0.433854 
4.8078 0.433218 
4.8301 0.432091 
4.8508 0.430838 
4.8714 0.429452 
4.8920 0.428108 
4.9126 0.426799 
4.9350 0.425631 
4.9556 0.424413 
4.9762 0.423053 
4.9968 0.422003 
5.0192 0.420677 
5.0398 0.419730 
5.0604 0.418360 
5.0810 0.416714 
5.1016 0.415385 
5.1240 0.414057 
5.1446 0.413210 
5.1652 0.412181 
5.1858 0.410802 
5.2081 0.409565 
5.2288 0.408385 
5.2494 0.407268 
5.2700 0.406004 
5.2923 0.404132 
5.3129 0.402574 
5.3335 0.401002 
5.3541 0.399424 
5.3747 0.397816 
5.3971 0.396026 
5.4177 0.394466 
5.4383 0.393107 
5.4589 0.391581 
5.4812 0.389697 
5.5018 0.388022 
5.5224 0.386193 
5.5430 0.384339 
5.5636 0.382547 
5.5859 0.380263 
5.6065 0.378179 
5.6271 0.376725 
5.6477 0.374963 
5.6700 0.373243 
5.6906 0.371575 
5.7112 0.369709 
5.7318 0.368087 
5.7524 0.366342 
5.7747 0.364404 
5.7953 0.362335 
5.8159 0.360639 
5.8365 0.358931 
5.8588 0.356978 
5.8794 0.355209 
5.9000 0.353254 
5.9206 0.351627 
5.9412 0.349892 
5.9635 0.347817 
5.9841 0.345637 
6.0047 0.343392 
6.0253 0.341351 
6.0476 0.339167 
6.0682 0.337117 
6.0887 0.335113 
6.1093 0.333024 
6.1299 0.331394 
6.1522 0.329671 
6.1728 0.327963 
6.1934 0.326245 
6.2139 0.324363 
6.2345 0.322366 
6.2568 0.319973 
6.2774 0.317815 
6.2980 0.315495 
6.3186 0.313628 
6.3391 0.311957 
6.3614 0.310225 
6.3820 0.308552 
6.4026 0.306925 
6.4232 0.305287 
6.4437 0.303440 
6.4660 0.301536 
6.4866 0.299187 
6.5072 0.297188 
6.5277 0.295308 
6.5500 0.293362 
6.5706 0.291684 
6.5912 0.289829 
6.6117 0.288042 
6.6323 0.286294 
6.6529 0.284308 
6.6751 0.282046 
6.6957 0.279833 
6.7163 0.277633 
6.7368 0.275360 
6.7591 0.272981 
6.7797 0.270702 
6.8002 0.268602 
6.8208 0.266595 
6.8414 0.264561 
6.8636 0.262353 
6.8842 0.260284 
6.9048 0.258287 
6.9253 0.256208 
6.9459 0.254194 
6.9681 0.252126 
6.9887 0.250179 
7.0093 0.248307 
7.0298 0.246505 
7.0504 0.244669 
7.0726 0.242906 
7.0932 0.241047 
7.1137 0.239138 
7.1343 0.236951 
7.1548 0.234688 
7.1771 0.232347 
7.1977 0.230108 
7.2182 0.227959 
7.2388 0.225800 
7.2593 0.223660 
7.2816 0.221409 
7.3021 0.219359 
7.3227 0.217103 
7.3432 0.215064 
7.3637 0.212965 
7.3843 0.210635 
7.4065 0.208349 
7.4271 0.206110 
7.4476 0.204082 
7.4682 0.202044 
7.4904 0.199981 
7.5110 0.198069 
7.5315 0.196169 
7.5520 0.194256 
7.5726 0.192436 
7.5931 0.190698 
7.6137 0.188954 
7.6359 0.187144 
7.6564 0.185253 
7.6770 0.183394 
7.6975 0.181575 
7.7198 0.179626 
7.7403 0.177661 
7.7608 0.175651 
7.7814 0.173573 
7.8019 0.171694 
7.8224 0.169868 
7.8429 0.167888 
7.8652 0.165853 
7.8857 0.163886 
7.9062 0.161968 
7.9268 0.159921 
7.9490 0.158029 
7.9695 0.156315 
7.9901 0.154747 
8.0106 0.153263 
8.0311 0.151720 
8.0516 0.150044 
8.0739 0.148226 
8.0944 0.146554 
8.1149 0.144844 
8.1354 0.143186 
8.1577 0.141374 
8.1782 0.139676 
8.1987 0.137945 
8.2192 0.136255 
8.2397 0.134618 
8.2603 0.133024 
8.2808 0.131317 
8.3013 0.129398 
8.3235 0.127698 
8.3440 0.126073 
8.3645 0.124596 
8.3851 0.123005 
8.4073 0.121423 
8.4278 0.119803 
8.4483 0.118046 
8.4688 0.116441 
8.4893 0.114805 
8.5098 0.113217 
8.5303 0.111597 
8.5525 0.110153 
8.5713 0.108821 
8.5936 0.107228 
8.6158 0.105797 
8.6363 0.104433 
8.6568 0.102865 
8.6773 0.101337 
8.6978 0.099758 
8.7183 0.098232 
8.7388 0.096512 
8.7593 0.094943 
8.7798 0.093514 
8.8020 0.092030 
8.8225 0.090734 
8.8430 0.089378 
8.8635 0.088065 
8.8857 0.086536 
8.9062 0.085068 
8.9267 0.083717 
8.9472 0.082197 
8.9677 0.080762 
8.9882 0.079338 
9.0087 0.077998 
9.0292 0.076703 
9.0497 0.075403 
9.0719 0.074040 
9.0924 0.072558 
9.1146 0.071213 
9.1350 0.069944 
9.1555 0.068724 
9.1760 0.067447 
9.1965 0.066138 
9.2170 0.064746 
9.2375 0.063547 
9.2580 0.062487 
9.2785 0.061436 
9.3006 0.060310 
9.3228 0.059099 
9.3416 0.057959 
9.3638 0.056693 
9.3843 0.055685 
9.4048 0.054584 
9.4252 0.053488 
9.4457 0.052612 
9.4662 0.051674 
9.4867 0.050820 
9.5072 0.049940 
9.5276 0.048971 
9.5515 0.047891 
9.5720 0.046623 
9.6112 0.045484 
9.6317 0.044384 
9.6522 0.043242 
9.6727 0.042342 
9.6931 0.041250 
9.7136 0.040128 
9.7341 0.039081 
9.7545 0.038293 
9.7801 0.037525 
9.8194 0.036646 
9.8398 0.036006 
9.8603 0.035321 
9.8808 0.034447 
9.9012 0.033760 
9.9217 0.033103 
9.9422 0.032249 
9.9626 0.031545 
9.9950 0.030878 
10.0274 0.030047 
10.0479 0.029276 
10.0683 0.028569 
10.0888 0.027798 
