x  f 
mm   
0.0000 14541.801356 
0.0306 0.058860 
0.0591 0.031229 
0.0876 0.024986 
0.1161 0.019759 
0.1467 0.016075 
0.1752 0.013289 
0.2037 0.010110 
0.2342 0.006364 
0.2627 0.004929 
0.2912 0.005038 
0.3218 0.006525 
0.3503 0.008379 
0.3788 0.011189 
0.4073 0.013494 
0.4378 0.015618 
0.4663 0.018828 
0.4948 0.020997 
0.5254 0.022143 
0.5539 0.023070 
0.5824 0.023082 
0.6109 0.023734 
0.6414 0.025000 
0.6699 0.026083 
0.6984 0.027961 
0.7289 0.029499 
0.7574 0.030896 
0.7859 0.032669 
0.8143 0.033986 
0.8449 0.035013 
0.8733 0.036987 
0.9018 0.038563 
0.9323 0.040296 
0.9608 0.041782 
0.9893 0.043150 
1.0178 0.044357 
1.0483 0.045292 
1.0768 0.046431 
1.1052 0.046915 
1.1357 0.047511 
1.1642 0.049044 
1.1927 0.050354 
1.2211 0.052540 
1.2516 0.054722 
1.2801 0.056075 
1.3086 0.057550 
1.3391 0.058766 
1.3675 0.060472 
1.3960 0.062673 
1.4244 0.065266 
1.4549 0.068152 
1.4834 0.071241 
1.5118 0.074466 
1.5403 0.077735 
1.5708 0.080391 
1.5992 0.083059 
1.6277 0.086126 
1.6581 0.088573 
1.6866 0.091784 
1.7150 0.094857 
1.7435 0.097548 
1.7740 0.100670 
1.8024 0.103135 
1.8308 0.105581 
1.8593 0.108443 
1.8897 0.110940 
1.9182 0.113673 
1.9466 0.116417 
1.9750 0.118808 
2.0055 0.121221 
2.0339 0.123980 
2.0624 0.126990 
2.0908 0.130144 
2.1213 0.133189 
2.1497 0.136958 
2.1781 0.140582 
2.2065 0.144390 
2.2370 0.148312 
2.2654 0.151643 
2.2938 0.154997 
2.3243 0.158157 
2.3527 0.161048 
2.3811 0.164299 
2.4095 0.167427 
2.4400 0.170217 
2.4684 0.173603 
2.4968 0.176924 
2.5252 0.180216 
2.5556 0.183201 
2.5840 0.186202 
2.6125 0.189294 
2.6409 0.192226 
2.6713 0.195259 
2.6997 0.198121 
2.7281 0.200842 
2.7565 0.203680 
2.7869 0.206185 
2.8153 0.208614 
2.8437 0.211192 
2.8721 0.213536 
2.9005 0.216333 
2.9309 0.219154 
2.9593 0.222140 
2.9877 0.225547 
3.0161 0.228582 
3.0465 0.231357 
3.0749 0.234451 
3.1033 0.237681 
3.1317 0.241101 
3.1621 0.244513 
3.1904 0.247599 
3.2188 0.250357 
3.2472 0.252773 
3.2776 0.254896 
3.3060 0.257556 
3.3344 0.259929 
3.3627 0.262256 
3.3931 0.264544 
3.4215 0.266815 
3.4499 0.269431 
3.4782 0.272372 
3.5066 0.275231 
3.5370 0.277675 
3.5654 0.280306 
3.5937 0.282878 
3.6221 0.285681 
3.6525 0.288463 
3.6808 0.291258 
3.7092 0.293901 
3.7375 0.296494 
3.7679 0.298848 
3.7963 0.301165 
3.8246 0.303286 
3.8530 0.305097 
3.8813 0.306839 
3.9117 0.308492 
3.9401 0.310461 
3.9684 0.312505 
3.9967 0.314672 
4.0251 0.316750 
4.0555 0.318551 
4.0838 0.320124 
4.1121 0.321617 
4.1405 0.322901 
4.1708 0.323943 
4.1992 0.325499 
4.2275 0.326923 
4.2558 0.328352 
4.2842 0.329508 
4.3145 0.330137 
4.3429 0.330842 
4.3712 0.331728 
4.3995 0.332876 
4.4279 0.334310 
4.4582 0.335813 
4.4865 0.337172 
4.5148 0.338388 
4.5432 0.339471 
4.5735 0.340169 
4.6018 0.340938 
4.6301 0.341731 
4.6585 0.342257 
4.6868 0.342738 
4.7171 0.343365 
4.7454 0.344018 
4.7737 0.344638 
4.8021 0.345220 
4.8304 0.345650 
4.8607 0.345929 
4.8890 0.346516 
4.9173 0.346965 
4.9456 0.347393 
4.9739 0.347672 
5.0042 0.347775 
5.0325 0.348020 
5.0608 0.348131 
5.0891 0.348209 
5.1174 0.348184 
5.1477 0.348045 
5.1760 0.348169 
5.2043 0.348440 
5.2326 0.348674 
5.2609 0.348686 
5.2912 0.348381 
5.3195 0.348179 
5.3478 0.348016 
5.3761 0.348049 
5.4044 0.348247 
5.4326 0.348356 
5.4629 0.348223 
5.4912 0.348177 
5.5195 0.347892 
5.5478 0.347340 
5.5761 0.346767 
5.6043 0.346053 
5.6346 0.345114 
5.6629 0.344501 
5.6912 0.343927 
5.7194 0.343503 
5.7477 0.343100 
5.7780 0.342569 
5.8063 0.341934 
5.8345 0.341223 
5.8628 0.340504 
5.8911 0.339574 
5.9193 0.338710 
5.9496 0.337670 
5.9779 0.336629 
6.0061 0.335547 
6.0344 0.334480 
6.0626 0.333234 
6.0909 0.332118 
6.1212 0.330952 
6.1494 0.329964 
6.1777 0.329077 
6.2059 0.328092 
6.2342 0.327239 
6.2644 0.326193 
6.2927 0.325027 
6.3209 0.323816 
6.3491 0.322321 
6.3774 0.320789 
6.4056 0.319490 
6.4339 0.318356 
6.4641 0.317248 
6.4924 0.316009 
6.5206 0.314544 
6.5488 0.312824 
6.5771 0.311018 
6.6073 0.309337 
6.6355 0.307895 
6.6638 0.306486 
6.6920 0.305034 
6.7202 0.303970 
6.7485 0.302657 
6.7787 0.301278 
6.8069 0.300047 
6.8351 0.298298 
6.8634 0.296740 
6.8916 0.294934 
6.9198 0.293250 
6.9480 0.291546 
6.9782 0.289903 
7.0065 0.288520 
7.0347 0.287024 
7.0629 0.285618 
7.0911 0.284041 
7.1193 0.282428 
7.1495 0.280685 
7.1777 0.279018 
7.2059 0.277316 
7.2341 0.275759 
7.2623 0.274192 
7.2905 0.272557 
7.3208 0.270679 
7.3490 0.268680 
7.3772 0.266717 
7.4054 0.264709 
7.4336 0.262926 
7.4617 0.261435 
7.4899 0.259884 
7.5201 0.258237 
7.5483 0.256522 
7.5765 0.254507 
7.6047 0.252566 
7.6329 0.250801 
7.6611 0.249253 
7.6893 0.247797 
7.7195 0.246114 
7.7476 0.244387 
7.7758 0.242462 
7.8040 0.240554 
7.8322 0.238785 
7.8604 0.237129 
7.8885 0.235323 
7.9187 0.233618 
7.9469 0.231972 
7.9751 0.230281 
8.0032 0.228822 
8.0314 0.227156 
8.0596 0.225530 
8.0898 0.223655 
8.1179 0.221910 
8.1461 0.220176 
8.1743 0.218418 
8.2024 0.216822 
8.2306 0.215184 
8.2587 0.213451 
8.2889 0.211602 
8.3151 0.209897 
8.3452 0.208092 
8.3734 0.206551 
8.4015 0.205156 
8.4297 0.203744 
8.4578 0.202210 
8.4880 0.200679 
8.5141 0.199341 
8.5443 0.197963 
8.5724 0.196778 
8.6006 0.195479 
8.6287 0.193828 
8.6569 0.192164 
8.6850 0.190555 
8.7132 0.189004 
8.7433 0.187673 
8.7714 0.186329 
8.7996 0.184846 
8.8277 0.183423 
8.8558 0.182017 
8.8840 0.180781 
8.9121 0.179555 
8.9423 0.178175 
8.9704 0.176764 
8.9985 0.175251 
9.0266 0.173862 
9.0548 0.172485 
9.0829 0.171103 
9.1110 0.169669 
9.1391 0.168213 
9.1693 0.166825 
9.1974 0.165469 
9.2255 0.164279 
9.2536 0.163092 
9.2817 0.161758 
9.3098 0.160487 
9.3380 0.159118 
9.3661 0.157689 
9.3942 0.156400 
9.4243 0.155229 
9.4524 0.154155 
9.4805 0.153058 
9.5086 0.151961 
9.5367 0.150691 
9.5648 0.149414 
9.5929 0.148071 
9.6210 0.146773 
9.6491 0.145563 
9.6792 0.144248 
9.7073 0.143110 
9.7354 0.141875 
9.7635 0.140595 
9.7916 0.139553 
9.8197 0.138565 
9.8478 0.137662 
9.8759 0.136799 
9.9040 0.135812 
9.9321 0.134800 
9.9622 0.133779 
9.9902 0.132661 
10.0183 0.131522 
10.0464 0.130417 
10.0745 0.129351 
10.1026 0.128441 
10.1306 0.127542 
10.1587 0.126622 
10.1868 0.125596 
10.2149 0.124570 
10.2450 0.123503 
10.2730 0.122534 
10.3011 0.121583 
10.3292 0.120558 
10.3572 0.119558 
10.3853 0.118491 
10.4134 0.117488 
10.4414 0.116636 
10.4695 0.115722 
10.4976 0.114776 
10.5256 0.113832 
10.5557 0.112759 
10.5838 0.111786 
10.6118 0.110898 
10.6399 0.110034 
10.6679 0.109187 
10.6960 0.108338 
10.7240 0.107349 
10.7521 0.106457 
10.7801 0.105536 
10.8082 0.104638 
10.8362 0.103770 
10.8643 0.102769 
10.8943 0.101796 
10.9224 0.100870 
10.9484 0.099884 
10.9785 0.098853 
11.0065 0.097787 
11.0345 0.096685 
11.0626 0.095649 
11.0906 0.094670 
11.1187 0.093658 
11.1467 0.092645 
11.1747 0.091654 
11.2028 0.090659 
11.2308 0.089697 
11.2588 0.088693 
11.2868 0.087683 
11.3169 0.086660 
11.3449 0.085712 
11.3729 0.084783 
11.4009 0.083874 
11.4290 0.082870 
11.4570 0.081842 
11.4850 0.080916 
11.5130 0.080047 
11.5411 0.079203 
11.5691 0.078334 
11.5971 0.077340 
11.6251 0.076305 
11.6531 0.075368 
11.6811 0.074451 
11.7091 0.073516 
11.7391 0.072546 
11.7652 0.071562 
11.7932 0.070624 
11.8232 0.069690 
11.8512 0.068840 
11.8772 0.067967 
11.9072 0.067044 
11.9352 0.066186 
