x  f 
mm   
0.0000 36468.430801 
0.0103 0.670544 
0.0297 0.353463 
0.0400 0.335417 
0.0594 0.260697 
0.0788 0.218510 
0.0891 0.211649 
0.1085 0.195283 
0.1188 0.203575 
0.1382 0.190516 
0.1485 0.200651 
0.1679 0.196828 
0.1873 0.188788 
0.1976 0.195907 
0.2170 0.193014 
0.2273 0.201889 
0.2467 0.205226 
0.2570 0.214390 
0.2764 0.213960 
0.2867 0.217999 
0.3061 0.214931 
0.3255 0.212507 
0.3358 0.216315 
0.3552 0.217125 
0.3655 0.222756 
0.3849 0.221885 
0.3952 0.226205 
0.4146 0.222811 
0.4340 0.220499 
0.4443 0.223392 
0.4637 0.220945 
0.4739 0.224747 
0.4933 0.221721 
0.5036 0.223267 
0.5230 0.220712 
0.5424 0.217248 
0.5527 0.218450 
0.5721 0.216374 
0.5824 0.219516 
0.6018 0.220497 
0.6121 0.226019 
0.6315 0.226552 
0.6509 0.225867 
0.6611 0.227891 
0.6805 0.227863 
0.6908 0.231778 
0.7102 0.233402 
0.7205 0.238386 
0.7399 0.239579 
0.7593 0.241588 
0.7696 0.245652 
0.7890 0.247695 
0.7992 0.253163 
0.8186 0.256457 
0.8289 0.261842 
0.8483 0.263837 
0.8677 0.265670 
0.8779 0.269702 
0.8973 0.273810 
0.9076 0.278850 
0.9270 0.281344 
0.9373 0.288509 
0.9567 0.289639 
0.9761 0.292068 
0.9863 0.294232 
1.0057 0.292105 
1.0160 0.292725 
1.0354 0.290468 
1.0456 0.292559 
1.0650 0.292404 
1.0844 0.292568 
1.0947 0.295538 
1.1141 0.295362 
1.1335 0.297247 
1.1437 0.301831 
1.1631 0.305682 
1.1734 0.312825 
1.1928 0.317257 
1.2030 0.323088 
1.2224 0.326230 
1.2418 0.326787 
1.2521 0.327292 
1.2714 0.326494 
1.2817 0.326377 
1.3011 0.324237 
1.3114 0.323947 
1.3307 0.322805 
1.3501 0.322977 
1.3604 0.323614 
1.3798 0.323604 
1.3991 0.321053 
1.4094 0.322397 
1.4288 0.320937 
1.4390 0.321954 
1.4584 0.320922 
1.4687 0.319768 
1.4881 0.318091 
1.5074 0.314804 
1.5177 0.313987 
1.5371 0.310237 
1.5564 0.306669 
1.5667 0.305840 
1.5861 0.301260 
1.5963 0.300125 
1.6157 0.296448 
1.6260 0.296146 
1.6453 0.295229 
1.6647 0.294268 
1.6750 0.295231 
1.6943 0.293729 
1.7046 0.293779 
1.7240 0.292061 
1.7433 0.290434 
1.7536 0.289369 
1.7730 0.285606 
1.7832 0.283190 
1.8026 0.279151 
1.8219 0.274702 
1.8322 0.272952 
1.8516 0.270062 
1.8709 0.266027 
1.8812 0.264889 
1.9006 0.262792 
1.9108 0.262522 
1.9302 0.261658 
1.9495 0.259845 
1.9598 0.259360 
1.9792 0.256042 
1.9894 0.253608 
2.0088 0.251580 
2.0281 0.248370 
2.0384 0.248763 
2.0577 0.247613 
2.0680 0.247186 
2.0873 0.247186 
2.1067 0.245376 
2.1170 0.244823 
2.1363 0.242501 
2.1466 0.242222 
2.1659 0.240801 
2.1853 0.240246 
2.1955 0.242975 
2.2149 0.242599 
2.2342 0.244219 
2.2445 0.244866 
2.2638 0.244324 
2.2741 0.245857 
2.2934 0.244912 
2.3128 0.245795 
2.3230 0.246631 
2.3424 0.245369 
2.3526 0.244718 
2.3720 0.243059 
2.3913 0.240964 
2.4016 0.240194 
2.4209 0.239528 
2.4403 0.238245 
2.4505 0.237535 
2.4699 0.236183 
2.4801 0.234210 
2.4995 0.232052 
2.5188 0.230473 
2.5291 0.229577 
2.5484 0.228424 
2.5678 0.226691 
2.5780 0.225723 
2.5973 0.224511 
2.6076 0.225124 
2.6269 0.224667 
2.6463 0.223818 
2.6565 0.224234 
2.6759 0.223177 
2.6861 0.221748 
2.7054 0.219458 
2.7248 0.216895 
2.7350 0.213651 
