x  f 
mm   
0.0000 33340.309584 
0.0375 0.071277 
0.0571 0.042976 
0.0945 0.025214 
0.1141 0.023369 
0.1516 0.018377 
0.1712 0.017475 
0.2086 0.016264 
0.2282 0.015803 
0.2657 0.015568 
0.2852 0.014409 
0.3227 0.013741 
0.3602 0.014672 
0.3797 0.016839 
0.3993 0.020380 
0.4368 0.022628 
0.4742 0.023612 
0.4938 0.026407 
0.5312 0.027279 
0.5508 0.028827 
0.5882 0.028844 
0.6078 0.028648 
0.6273 0.029277 
0.6648 0.029885 
0.6843 0.033295 
0.7218 0.035288 
0.7592 0.037949 
0.7788 0.041547 
0.8162 0.043874 
0.8358 0.046566 
0.8732 0.047210 
0.8928 0.048250 
0.9302 0.048026 
0.9497 0.049169 
0.9872 0.050156 
1.0067 0.052913 
1.0441 0.054624 
1.0637 0.057807 
1.1011 0.060012 
1.1206 0.062179 
1.1581 0.063797 
1.1776 0.066815 
1.2150 0.068661 
1.2345 0.072210 
1.2720 0.074542 
1.3094 0.076026 
1.3289 0.078055 
1.3663 0.078530 
1.3859 0.079949 
1.4233 0.080792 
1.4428 0.083438 
1.4802 0.086124 
1.4997 0.090358 
1.5371 0.094135 
1.5566 0.098697 
1.5941 0.102113 
1.6136 0.105861 
1.6510 0.107337 
1.6884 0.108100 
1.7079 0.109545 
1.7453 0.109704 
1.7648 0.111586 
1.8022 0.113227 
1.8217 0.115981 
1.8591 0.117673 
1.8786 0.119893 
1.9160 0.120492 
1.9534 0.121621 
1.9729 0.124814 
2.0102 0.126300 
2.0297 0.128948 
2.0671 0.130086 
2.0866 0.132037 
2.1240 0.132807 
2.1614 0.134110 
2.1809 0.137167 
2.2182 0.138639 
2.2377 0.142548 
2.2751 0.144011 
2.2946 0.146511 
2.3320 0.149636 
2.3693 0.151695 
2.3888 0.155858 
2.4262 0.157980 
2.4457 0.160656 
2.4830 0.161985 
2.5204 0.162886 
2.5399 0.165746 
2.5772 0.168014 
2.5967 0.171550 
2.6340 0.174944 
2.6535 0.177913 
2.6909 0.179220 
2.7282 0.180155 
2.7477 0.181955 
2.7850 0.182689 
2.8045 0.183277 
2.8418 0.183249 
2.8792 0.183693 
2.8987 0.185670 
2.9360 0.188043 
2.9555 0.191558 
2.9928 0.193777 
3.0301 0.196733 
3.0496 0.200515 
