x  f 
mm   
0.0000 33024.063401 
0.0105 0.609470 
0.0303 0.315331 
0.0408 0.309326 
0.0513 0.296640 
0.0711 0.243935 
0.0816 0.238233 
0.1026 0.216103 
0.1224 0.214178 
0.1329 0.224534 
0.1538 0.220263 
0.1736 0.220304 
0.1841 0.230300 
0.1946 0.242856 
0.2144 0.242073 
0.2249 0.247791 
0.2354 0.251224 
0.2459 0.253309 
0.2657 0.247186 
0.2762 0.247274 
0.2867 0.249460 
0.3065 0.242491 
0.3170 0.244349 
0.3379 0.240807 
0.3577 0.238823 
0.3682 0.244888 
0.3787 0.249353 
0.3985 0.248900 
0.4090 0.255069 
0.4195 0.259104 
0.4393 0.258982 
0.4498 0.263790 
0.4602 0.265928 
0.4707 0.270197 
0.4905 0.269037 
0.5010 0.270386 
0.5220 0.267097 
0.5418 0.262887 
0.5523 0.261470 
0.5627 0.261283 
0.5825 0.258675 
0.5930 0.261989 
0.6035 0.265685 
0.6140 0.268228 
0.6338 0.265219 
0.6443 0.267270 
0.6547 0.272353 
0.6745 0.275623 
0.6850 0.281560 
0.7060 0.283456 
0.7258 0.283966 
0.7362 0.286142 
0.7467 0.290561 
0.7665 0.289633 
0.7770 0.292638 
0.7875 0.298681 
0.7979 0.302254 
0.8177 0.304796 
0.8282 0.310910 
0.8387 0.314478 
0.8585 0.315748 
0.8690 0.319461 
0.8794 0.322093 
0.8992 0.322476 
0.9097 0.325831 
0.9202 0.329624 
0.9306 0.334350 
0.9504 0.334908 
0.9609 0.340187 
0.9714 0.344192 
0.9912 0.343977 
1.0016 0.344706 
1.0226 0.340334 
1.0424 0.337624 
1.0528 0.336851 
1.0633 0.338042 
1.0831 0.337676 
1.0936 0.339902 
1.1040 0.345323 
1.1238 0.346061 
1.1343 0.351183 
1.1448 0.355232 
1.1552 0.356733 
1.1750 0.357267 
1.1855 0.359388 
1.1960 0.361149 
1.2157 0.359377 
1.2262 0.359334 
1.2367 0.357695 
1.2565 0.352977 
1.2669 0.350271 
1.2879 0.345861 
1.3077 0.343049 
1.3181 0.341563 
1.3286 0.341321 
1.3484 0.338039 
1.3588 0.335315 
1.3693 0.335587 
1.3891 0.332466 
1.3995 0.331363 
1.4100 0.333966 
1.4205 0.334028 
1.4403 0.333373 
1.4507 0.334389 
1.4612 0.334191 
1.4810 0.334474 
1.4914 0.335046 
1.5124 0.333854 
1.5321 0.333404 
1.5426 0.331786 
1.5531 0.332283 
1.5728 0.330431 
1.5833 0.331314 
1.5938 0.333100 
