x  f 
mm   
0.0000 19915.708856 
0.0241 0.149817 
0.0482 0.105014 
0.0596 0.105768 
0.0836 0.096994 
0.1077 0.095171 
0.1191 0.103907 
0.1432 0.104137 
0.1673 0.101486 
0.1787 0.109038 
0.2027 0.109815 
0.2268 0.112180 
0.2382 0.121900 
0.2623 0.125564 
0.2864 0.126665 
0.2978 0.131400 
0.3218 0.132423 
0.3459 0.132158 
0.3573 0.138162 
0.3814 0.139338 
0.4054 0.141369 
0.4168 0.148186 
0.4409 0.151717 
0.4650 0.155670 
0.4764 0.163253 
0.5004 0.166107 
0.5245 0.168781 
0.5359 0.175694 
0.5599 0.178548 
0.5840 0.181213 
0.5954 0.187565 
0.6195 0.189934 
0.6435 0.191359 
0.6549 0.196201 
0.6790 0.196756 
0.7030 0.197488 
0.7144 0.200497 
0.7385 0.199423 
0.7625 0.199140 
0.7739 0.201834 
0.7980 0.201682 
0.8220 0.202978 
0.8334 0.207530 
0.8575 0.210425 
0.8688 0.217030 
0.8929 0.218645 
0.9169 0.221870 
0.9410 0.225300 
0.9524 0.232849 
0.9764 0.237524 
0.9878 0.243153 
1.0119 0.245601 
1.0359 0.246870 
1.0473 0.251598 
1.0713 0.253837 
1.0954 0.254487 
1.1068 0.259739 
1.1308 0.262965 
1.1422 0.269762 
1.1662 0.276121 
1.1903 0.279455 
1.2016 0.284288 
1.2257 0.284101 
1.2497 0.283616 
1.2611 0.287509 
1.2851 0.290496 
1.2965 0.296994 
1.3205 0.298311 
1.3446 0.297955 
1.3560 0.299083 
1.3800 0.297410 
1.4040 0.295784 
1.4154 0.298054 
1.4394 0.298106 
1.4635 0.298215 
1.4748 0.300873 
1.4989 0.299574 
1.5229 0.298623 
1.5343 0.300618 
1.5583 0.301264 
1.5697 0.304718 
1.5937 0.307044 
1.6177 0.308672 
1.6291 0.312336 
1.6531 0.312784 
1.6771 0.313090 
1.6885 0.316540 
1.7125 0.315512 
1.7239 0.317857 
1.7365 0.319243 
1.7479 0.320920 
1.7719 0.321085 
1.7833 0.324029 
1.8073 0.325133 
1.8187 0.327675 
1.8427 0.327349 
1.8667 0.327577 
1.8781 0.329060 
1.9021 0.327658 
1.9261 0.325766 
1.9375 0.324678 
1.9615 0.323310 
1.9855 0.322777 
1.9969 0.327508 
2.0209 0.327943 
2.0323 0.329245 
2.0563 0.327290 
2.0803 0.325198 
2.0916 0.326261 
2.1157 0.324878 
2.1270 0.327320 
2.1510 0.327668 
2.1750 0.328057 
2.1864 0.331320 
2.2104 0.330811 
2.2218 0.332264 
2.2458 0.333778 
2.2698 0.334185 
2.2811 0.336267 
2.3051 0.336365 
2.3165 0.336173 
2.3405 0.335399 
2.3645 0.333733 
2.3758 0.333888 
2.3998 0.332398 
2.4112 0.332707 
2.4352 0.333037 
2.4592 0.331332 
2.4705 0.332032 
2.4945 0.330038 
2.5185 0.326636 
2.5299 0.325954 
2.5539 0.323787 
2.5652 0.321702 
2.5892 0.318167 
2.6006 0.316351 
2.6246 0.313054 
